name,sn,scale,date,rev,printed,Recon,series,Shaded_Relief,Best_topo,best_sr,best_mil,best_bath,Color,file,raster,Cell_name,dups,Notes
Cordova,360795,250000,1948,,1957,1,Topographic,1,0,1,0,0,,AK_Cordova_360795_1948_250000_geo.tif,AK_Cordova_360795_1948_250000_geo,Cordova,,
Cordova,360796,250000,1948,,1957,1,Topographic,0,0,0,0,0,,AK_Cordova_360796_1948_250000_geo.tif,AK_Cordova_360796_1948_250000_geo,Cordova,,
Cordova,707753,250000,1958,,1958,0,Q501-1 - Army COE,0,0,0,1,0,dark blue,AK_Cordova_707753_1951_250000_geo.tif,AK_Cordova_707753_1951_250000_geo,Cordova,,1) Date in filename is wrong
Cordova,360801,250000,1959,,1966,0,Topographic,0,0,0,0,0,bright green,AK_Cordova_360801_1959_250000_geo.tif,AK_Cordova_360801_1959_250000_geo,Cordova,,
Cordova,360800,250000,1959,1969,1970,0,Topographic,0,0,0,0,0,,AK_Cordova_360800_1959_250000_geo.tif,AK_Cordova_360800_1959_250000_geo,Cordova,,
Cordova,360799,250000,1959,1976,1977,0,Topographic,0,0,0,0,0,,AK_Cordova_360799_1959_250000_geo.tif,AK_Cordova_360799_1959_250000_geo,Cordova,,
Cordova,360802,250000,1959,1982,1983,0,Topographic,0,0,0,0,0,,AK_Cordova_360802_1959_250000_geo.tif,AK_Cordova_360802_1959_250000_geo,Cordova,,
Cordova,360793,250000,1959,1982,1986,0,Topographic,0,0,0,0,0,,AK_Cordova_360793_1959_250000_geo.tif,AK_Cordova_360793_1959_250000_geo,Cordova,,
Cordova,360794,250000,1959,1982,1986,0,Topographic,0,1,0,0,0,,AK_Cordova_360794_1959_250000_geo.tif,AK_Cordova_360794_1959_250000_geo,Cordova,,1) USGS logo in marginalia
Craig,362616,250000,1952,,1953,1,Topographic,0,0,0,0,0,sepia,AK_Craig_362616_1952_250000_geo.tif,AK_Craig_362616_1952_250000_geo,Craig,,
Craig,362617,250000,1952,,1953,1,Topographic,1,0,0,0,0,,AK_Craig_362617_1952_250000_geo.tif,AK_Craig_362617_1952_250000_geo,Craig,,
Craig,362615,250000,1952,,1954,1,Topographic,0,0,0,0,0,sepia,AK_Craig_362615_1952_250000_geo.tif,AK_Craig_362615_1952_250000_geo,Craig,,
Craig,362618,250000,1952,,1954,1,Topographic,1,0,0,0,0,,AK_Craig_362618_1952_250000_geo.tif,AK_Craig_362618_1952_250000_geo,Craig,,
Craig,361762,250000,1957,,1959,0,Topographic,0,0,0,0,0,bright green,AK_Craig_361762_1957_250000_geo.tif,AK_Craig_361762_1957_250000_geo,Craig,,
Craig,361763,250000,1957,,1959,0,Topographic,1,0,1,0,0,,AK_Craig_361763_1957_250000_geo.tif,AK_Craig_361763_1957_250000_geo,Craig,,
Craig,361764,250000,1957,1972,1973,0,Topographic,0,1,0,0,0,,AK_Craig_361764_1957_250000_geo.tif,AK_Craig_361764_1957_250000_geo,Craig,,
De Long Mountains,463681,250000,1951,,1951,1,Topographic,0,0,0,0,0,,AK_De Long Mountains_463681_1951_250000_geo.tif,AK_De Long Mountains_463681_1951_250000_geo,De Long Mountains,,1) Print date assumed (stamped: Sep 10 1951)
De Long Mountains,360807,250000,1955,,1964,0,Topographic,0,0,0,0,0,sepia,AK_De Long Mountains_360807_1955_250000_geo.tif,AK_De Long Mountains_360807_1955_250000_geo,De Long Mountains,,
De Long Mountains,463680,250000,1955,,1964,0,Topographic,0,0,0,0,0,,AK_De Long Mountains_463680_1955_250000_geo.tif,AK_De Long Mountains_463680_1955_250000_geo,De Long Mountains,,1) Vegitation missing
De Long Mountains,463679,250000,1965,,1965,0,Q501-2 - Army COE,0,0,0,1,0,,AK_De Long Mountains_463679_1965_250000_geo.tif,AK_De Long Mountains_463679_1965_250000_geo,De Long Mountains,,
De Long Mountains,360806,250000,1955,1970,1972,0,Topographic,0,0,0,0,0,,AK_De Long Mountains_360806_1955_250000_geo.tif,AK_De Long Mountains_360806_1955_250000_geo,De Long Mountains,,
De Long Mountains,360805,250000,1955,1979,1980,0,Topographic,0,0,0,0,0,,AK_De Long Mountains_360805_1955_250000_geo.tif,AK_De Long Mountains_360805_1955_250000_geo,De Long Mountains,,
De Long Mountains,360804,250000,1955,1983,1983,0,Topographic,0,1,0,0,0,,AK_De Long Mountains_360804_1955_250000_geo.tif,AK_De Long Mountains_360804_1955_250000_geo,De Long Mountains,,
Demarcation Point,360813,250000,1951,,1951,1,Topographic,0,0,0,0,0,sepia,AK_Demarcation Point_360813_1951_250000_geo.tif,AK_Demarcation Point_360813_1951_250000_geo,Demarcation Point,,"1) Print date assumed (hand labelled: Aug 2, 1951)"
Demarcation Point,360814,250000,1951,,1951,1,Topographic,1,0,0,0,0,,AK_Demarcation Point_360814_1951_250000_geo.tif,AK_Demarcation Point_360814_1951_250000_geo,Demarcation Point,,"1) Print date assumed (hand labelled: Aug 2, 1951)"
Demarcation Point,360812,250000,1951,1956,1956,1,Topographic,0,0,0,0,0,sepia,AK_Demarcation Point_360812_1951_250000_geo.tif,AK_Demarcation Point_360812_1951_250000_geo,Demarcation Point,,
Demarcation Point,360815,250000,1951,1956,1956,1,Topographic,1,0,0,0,0,,AK_Demarcation Point_360815_1951_250000_geo.tif,AK_Demarcation Point_360815_1951_250000_geo,Demarcation Point,,
Demarcation Point,360819,250000,1955,,1961,0,Topographic,1,0,0,0,0,,AK_Demarcation Point_360819_1955_250000_geo.tif,AK_Demarcation Point_360819_1955_250000_geo,Demarcation Point,,
Demarcation Point,360820,250000,1955,,1961,0,Topographic,0,0,0,0,0,sepia,AK_Demarcation Point_360820_1955_250000_geo.tif,AK_Demarcation Point_360820_1955_250000_geo,Demarcation Point,,
Demarcation Point,360818,250000,1955,,1963,0,Topographic,0,0,0,0,0,,AK_Demarcation Point_360818_1955_250000_geo.tif,AK_Demarcation Point_360818_1955_250000_geo,Demarcation Point,,
Demarcation Point,463682,250000,1964,,1964,0,Q501-2 - Army COE,0,0,0,1,0,,AK_Demarcation Point_463682_1964_250000_geo.tif,AK_Demarcation Point_463682_1964_250000_geo,Demarcation Point,,
Demarcation Point,360816,250000,1955,1972,1973,0,Topographic,1,0,1,0,0,,AK_Demarcation Point_360816_1955_250000_geo.tif,AK_Demarcation Point_360816_1955_250000_geo,Demarcation Point,,
Demarcation Point,360817,250000,1955,1972,1973,0,Topographic,0,0,0,0,0,,AK_Demarcation Point_360817_1955_250000_geo.tif,AK_Demarcation Point_360817_1955_250000_geo,Demarcation Point,,
Demarcation Point,360810,250000,1955,1983,1983,0,Topographic,0,0,0,0,0,,AK_Demarcation Point_360810_1955_250000_geo.tif,AK_Demarcation Point_360810_1955_250000_geo,Demarcation Point,,1) Print date is assumed
Demarcation Point,360821,250000,1955,1983,1983,0,Topographic,0,1,0,0,0,,AK_Demarcation Point_360821_1955_250000_geo.tif,AK_Demarcation Point_360821_1955_250000_geo,Demarcation Point,,
Demarcation Point,360811,250000,1955,1983,1988,0,Topographic,0,0,0,0,0,,AK_Demarcation Point_360811_1955_250000_geo.tif,AK_Demarcation Point_360811_1955_250000_geo,Demarcation Point,,
Dillingham,361765,250000,1951,,1952,1,Topographic,0,0,0,0,0,,AK_Dillingham_361765_1951_250000_geo.tif,AK_Dillingham_361765_1951_250000_geo,Dillingham,,
Dillingham,361767,250000,1954,,1967,0,Topographic,0,0,0,0,0,bright green,AK_Dillingham_361767_1954_250000_geo.tif,AK_Dillingham_361767_1954_250000_geo,Dillingham,,
Dillingham,361768,250000,1954,1973,1975,0,Topographic,0,0,0,0,0,,AK_Dillingham_361768_1954_250000_geo.tif,AK_Dillingham_361768_1954_250000_geo,Dillingham,,
Dillingham,361769,250000,1954,1994,1995,0,Topographic,0,1,0,0,0,,AK_Dillingham_361769_1954_250000_geo.tif,AK_Dillingham_361769_1954_250000_geo,Dillingham,,
Dixon Entrance,360824,250000,1951,,1953,1,Topographic,0,0,0,0,0,sepia,AK_Dixon Entrance_360824_1951_250000_geo.tif,AK_Dixon Entrance_360824_1951_250000_geo,Dixon Entrance,,
Dixon Entrance,360825,250000,1959,,1960,0,Topographic,0,0,0,0,0,bright green,AK_Dixon Entrance_360825_1959_250000_geo.tif,AK_Dixon Entrance_360825_1959_250000_geo,Dixon Entrance,,
Dixon Entrance,360826,250000,1959,,1960,0,Topographic,1,0,1,0,0,,AK_Dixon Entrance_360826_1959_250000_geo.tif,AK_Dixon Entrance_360826_1959_250000_geo,Dixon Entrance,,
Dixon Entrance,360827,250000,1959,1972,1976,0,Topographic,0,0,0,0,0,,AK_Dixon Entrance_360827_1959_250000_geo.tif,AK_Dixon Entrance_360827_1959_250000_geo,Dixon Entrance,,
Dixon Entrance,360823,250000,1959,1985,1985,0,Topographic,0,1,0,0,0,,AK_Dixon Entrance_360823_1959_250000_geo.tif,AK_Dixon Entrance_360823_1959_250000_geo,Dixon Entrance,,
Eagle,360829,250000,1951,,1951,1,Topographic,0,0,0,0,0,sepia,AK_Eagle_360829_1951_250000_geo.tif,AK_Eagle_360829_1951_250000_geo,Eagle,,1) Print date assumed (hand labelled: 6-12-1951)
Eagle,360830,250000,1951,,1951,1,Topographic,1,0,0,0,0,,AK_Eagle_360830_1951_250000_geo.tif,AK_Eagle_360830_1951_250000_geo,Eagle,,1) Print date assumed
Eagle,360828,250000,1951,,1956,1,Topographic,1,0,1,0,0,,AK_Eagle_360828_1951_250000_geo.tif,AK_Eagle_360828_1951_250000_geo,Eagle,,
Eagle,360831,250000,1951,,1956,1,Topographic,0,0,0,0,0,sepia,AK_Eagle_360831_1951_250000_geo.tif,AK_Eagle_360831_1951_250000_geo,Eagle,,
Eagle,360832,250000,1957,,1966,0,Topographic,0,0,0,0,0,bright green,AK_Eagle_360832_1957_250000_geo.tif,AK_Eagle_360832_1957_250000_geo,Eagle,,
Eagle,463687,250000,1957,,1966,0,Topographic,0,0,0,0,0,sepia,AK_Eagle_463687_1957_250000_geo.tif,AK_Eagle_463687_1957_250000_geo,Eagle,,1) Vegitation missing
Eagle,360833,250000,1957,,1970,0,Topographic,0,0,0,0,0,,AK_Eagle_360833_1957_250000_geo.tif,AK_Eagle_360833_1957_250000_geo,Eagle,,
Eagle,360834,250000,1957,1977,1978,0,Topographic,0,0,0,0,0,,AK_Eagle_360834_1957_250000_geo.tif,AK_Eagle_360834_1957_250000_geo,Eagle,,
Eagle,360835,250000,1957,1982,1982,0,Topographic,0,1,0,0,0,,AK_Eagle_360835_1957_250000_geo.tif,AK_Eagle_360835_1957_250000_geo,Eagle,2,
Eagle,360836,250000,1957,1982,1982,0,Topographic,0,0,0,0,0,,AK_Eagle_360836_1957_250000_geo.tif,AK_Eagle_360836_1957_250000_geo,Eagle,2,
Fairbanks,360840,250000,1951,,1951,1,Topographic,0,0,0,0,0,sepia,AK_Fairbanks_360840_1951_250000_geo.tif,AK_Fairbanks_360840_1951_250000_geo,Fairbanks,,1) Print date assumed (hand labelled: 3-28-1951)
Fairbanks,360841,250000,1951,,1951,1,Topographic,1,0,0,0,0,,AK_Fairbanks_360841_1951_250000_geo.tif,AK_Fairbanks_360841_1951_250000_geo,Fairbanks,,1) Print date assumed (hand labelled: 3-28-1951)
Fairbanks,360838,250000,1950,,1955,1,Topographic,0,0,0,0,0,sepia,AK_Fairbanks_360838_1950_250000_geo.tif,AK_Fairbanks_360838_1950_250000_geo,Fairbanks,,
Fairbanks,360839,250000,1950,,1955,1,Topographic,1,0,0,0,0,,AK_Fairbanks_360839_1950_250000_geo.tif,AK_Fairbanks_360839_1950_250000_geo,Fairbanks,,
Fairbanks,360842,250000,1952,,1958,0,Topographic,0,0,0,0,0,bright green,AK_Fairbanks_360842_1952_250000_geo.tif,AK_Fairbanks_360842_1952_250000_geo,Fairbanks,,
Fairbanks,360843,250000,1952,,1958,0,Topographic,1,0,0,0,0,,AK_Fairbanks_360843_1952_250000_geo.tif,AK_Fairbanks_360843_1952_250000_geo,Fairbanks,,
Fairbanks,360844,250000,1952,1960,1960,0,Topographic,0,0,0,0,0,bright green,AK_Fairbanks_360844_1952_250000_geo.tif,AK_Fairbanks_360844_1952_250000_geo,Fairbanks,,
Fairbanks,360845,250000,1952,1960,1960,0,Topographic,1,0,0,0,0,,AK_Fairbanks_360845_1952_250000_geo.tif,AK_Fairbanks_360845_1952_250000_geo,Fairbanks,,
Fairbanks,463691,250000,1964,,1964,0,Q501-2 - Army COE,0,0,0,1,0,,AK_Fairbanks_463691_1964_250000_geo.tif,AK_Fairbanks_463691_1964_250000_geo,Fairbanks,,
Fairbanks,360846,250000,1952,1969,1969,0,Topographic,0,0,0,0,0,,AK_Fairbanks_360846_1952_250000_geo.tif,AK_Fairbanks_360846_1952_250000_geo,Fairbanks,,
Fairbanks,360847,250000,1952,1972,1974,0,Topographic,0,0,0,0,0,,AK_Fairbanks_360847_1952_250000_geo.tif,AK_Fairbanks_360847_1952_250000_geo,Fairbanks,,
Fairbanks,360848,250000,1956,1976,1978,0,Topographic,0,1,0,0,0,,AK_Fairbanks_360848_1956_250000_geo.tif,AK_Fairbanks_360848_1956_250000_geo,Fairbanks,,
Fairbanks,360849,250000,1956,1976,1978,0,Topographic,1,0,1,0,0,,AK_Fairbanks_360849_1956_250000_geo.tif,AK_Fairbanks_360849_1956_250000_geo,Fairbanks,,
Fairbanks,360850,250000,1956,1976,1978,0,Topographic,0,0,0,0,0,,AK_Fairbanks_360850_1956_250000_geo.tif,AK_Fairbanks_360850_1956_250000_geo,Fairbanks,,1) Paper has aged/browned
False Pass,360851,250000,1950,,1950,1,Topographic,0,0,0,0,0,sepia,AK_False Pass_360851_1950_250000_geo.tif,AK_False Pass_360851_1950_250000_geo,False Pass,,1) Print date assumed
False Pass,360852,250000,1950,,1950,1,Topographic,1,0,0,0,0,,AK_False Pass_360852_1950_250000_geo.tif,AK_False Pass_360852_1950_250000_geo,False Pass,,1) Print date assumed
False Pass,360854,250000,1949,1956,1956,1,Topographic,0,0,0,0,0,sepia,AK_False Pass_360854_1949_250000_geo.tif,AK_False Pass_360854_1949_250000_geo,False Pass,,
False Pass,360855,250000,1949,1956,1956,1,Topographic,1,0,1,0,0,,AK_False Pass_360855_1949_250000_geo.tif,AK_False Pass_360855_1949_250000_geo,False Pass,,
False Pass,707765,250000,1958,,1958,0,Q501-1 - Army COE,0,0,0,1,0,dark blue,AK_False Pass_707765_1949_250000_geo.tif,AK_False Pass_707765_1949_250000_geo,False Pass,,1) Date in filename is wrong
False Pass,360856,250000,1949,1970,1971,1,Topographic,0,1,0,0,0,,AK_False Pass_360856_1949_250000_geo.tif,AK_False Pass_360856_1949_250000_geo,False Pass,,
False Pass,463715,250000,1949,1970,1977,1,Topographic,0,0,0,0,0,,AK_False Pass_463715_1949_250000_geo.tif,AK_False Pass_463715_1949_250000_geo,False Pass,,
False Pass,360857,250000,1949,1970,1978,1,Topographic,0,0,0,0,0,,AK_False Pass_360857_1949_250000_geo.tif,AK_False Pass_360857_1949_250000_geo,False Pass,,
Flaxman Island,360859,250000,1955,,1961,0,Topographic,1,0,0,0,0,,AK_Flaxman Island_360859_1955_250000_geo.tif,AK_Flaxman Island_360859_1955_250000_geo,Flaxman Island,,
Flaxman Island,360860,250000,1955,,1961,0,Topographic,0,0,0,0,0,,AK_Flaxman Island_360860_1955_250000_geo.tif,AK_Flaxman Island_360860_1955_250000_geo,Flaxman Island,,
Flaxman Island,360861,250000,1955,1968,1968,0,Topographic,0,0,0,0,0,,AK_Flaxman Island_360861_1955_250000_geo.tif,AK_Flaxman Island_360861_1955_250000_geo,Flaxman Island,,
Flaxman Island,360862,250000,1955,1968,1968,0,Topographic,1,0,1,0,0,,AK_Flaxman Island_360862_1955_250000_geo.tif,AK_Flaxman Island_360862_1955_250000_geo,Flaxman Island,,
Flaxman Island,360863,250000,1955,1968,1970,0,Topographic,0,0,0,0,0,,AK_Flaxman Island_360863_1955_250000_geo.tif,AK_Flaxman Island_360863_1955_250000_geo,Flaxman Island,,
Flaxman Island,360866,250000,1955,1983,1983,0,Topographic,0,1,0,0,0,,AK_Flaxman Island_360866_1955_250000_geo.tif,AK_Flaxman Island_360866_1955_250000_geo,Flaxman Island,,
Flaxman Island,360867,250000,1955,1983,1983,0,Topographic,0,0,0,0,0,,AK_Flaxman Island_360867_1955_250000_geo.tif,AK_Flaxman Island_360867_1955_250000_geo,Flaxman Island,,1) Print date is assumed
Fort Randall,361858,250000,1950,,1950,1,Topographic,0,0,0,0,0,sepia,AK_Fort Randall_361858_1950_250000_geo.tif,AK_Fort Randall_361858_1950_250000_geo,Cold Bay,,1) Cell name not the same as name; 2) Print date assumed (stamped: Jan 26 1950)
Fort Randall,463721,250000,1950,,1950,1,Topographic,1,0,0,0,0,,AK_Fort Randall_463721_1950_250000_geo.tif,AK_Fort Randall_463721_1950_250000_geo,Cold Bay,,1) Cell name not the same as name; 2) Print date assumed (stamped: Jan 20 1950)
Fort Randall,361857,250000,1943,1943,1954,1,Topographic,0,0,0,0,0,sepia,AK_Fort Randall_361857_1943_250000_geo.tif,AK_Fort Randall_361857_1943_250000_geo,Cold Bay,,1) Cell name not the same as name
Fort Randall,707769,250000,1958,,1958,0,Q501-1 - Army COE,0,0,0,1,0,dark blue,AK_Fort Randall_707769_1949_250000_geo.tif,AK_Fort Randall_707769_1949_250000_geo,Cold Bay,,1) Cell name not the same as name; 2) Date in filename is wrong
Fort Randall,361855,250000,1943,,1964,1,Topographic,0,1,0,0,0,,AK_Fort Randall_361855_1943_250000_geo.tif,AK_Fort Randall_361855_1943_250000_geo,Cold Bay,,1) Cell name not the same as name
Fort Randall,361856,250000,1943,,1964,1,Topographic,1,0,1,0,0,,AK_Fort Randall_361856_1943_250000_geo.tif,AK_Fort Randall_361856_1943_250000_geo,Cold Bay,,1) Cell name not the same as name
Fort Yukon,463722,250000,1951,,1956,1,Topographic,0,0,0,0,0,,AK_Fort Yukon_463722_1951_250000_geo.tif,AK_Fort Yukon_463722_1951_250000_geo,Fort Yukon,,1) Print date assumed (stamped: May ?? 1956)
Fort Yukon,360870,250000,1956,,1960,0,Topographic,0,0,0,0,0,bright green,AK_Fort Yukon_360870_1956_250000_geo.tif,AK_Fort Yukon_360870_1956_250000_geo,Fort Yukon,,
Fort Yukon,360871,250000,1956,,1960,0,Topographic,1,0,0,0,0,,AK_Fort Yukon_360871_1956_250000_geo.tif,AK_Fort Yukon_360871_1956_250000_geo,Fort Yukon,,
Fort Yukon,360872,250000,1956,1963,1964,0,Topographic,1,0,1,0,0,,AK_Fort Yukon_360872_1956_250000_geo.tif,AK_Fort Yukon_360872_1956_250000_geo,Fort Yukon,,
Fort Yukon,360873,250000,1956,1963,1964,0,Topographic,0,0,0,0,0,bright green,AK_Fort Yukon_360873_1956_250000_geo.tif,AK_Fort Yukon_360873_1956_250000_geo,Fort Yukon,,
Fort Yukon,360874,250000,1956,1975,1977,0,Topographic,0,0,0,0,0,,AK_Fort Yukon_360874_1956_250000_geo.tif,AK_Fort Yukon_360874_1956_250000_geo,Fort Yukon,,
Fort Yukon,360875,250000,1956,1984,1984,0,Topographic,0,0,0,0,0,,AK_Fort Yukon_360875_1956_250000_geo.tif,AK_Fort Yukon_360875_1956_250000_geo,Fort Yukon,,
Fort Yukon,360868,250000,1956,1994,1995,0,Topographic,0,1,0,0,0,,AK_Fort Yukon_360868_1956_250000_geo.tif,AK_Fort Yukon_360868_1956_250000_geo,Fort Yukon,,
Fortymile,360877,250000,1899,,1902,0,Early Topographic,0,0,0,0,0,sepia,AK_Fortymile_360877_1899_250000_geo.tif,AK_Fortymile_360877_1899_250000_geo,Eagle E,,1) Cell name not the same as name
Fortymile,360878,250000,1899,,1910,0,Early Topographic,0,0,0,0,0,sepia,AK_Fortymile_360878_1899_250000_geo.tif,AK_Fortymile_360878_1899_250000_geo,Eagle E,,1) Cell name not the same as name
Fortymile,360879,250000,1899,,1947,0,Early Topographic,0,0,0,0,0,sepia,AK_Fortymile_360879_1899_250000_geo.tif,AK_Fortymile_360879_1899_250000_geo,Eagle E,,1) Cell name not the same as name
Gareloi Island,360882,250000,1951,,1952,1,Topographic,1,0,0,0,0,,AK_Gareloi Island_360882_1951_250000_geo.tif,AK_Gareloi Island_360882_1951_250000_geo,Gareloi Island,2,
Gareloi Island,360883,250000,1951,,1952,1,Topographic,0,0,0,0,0,sepia,AK_Gareloi Island_360883_1951_250000_geo.tif,AK_Gareloi Island_360883_1951_250000_geo,Gareloi Island,2,
Gareloi Island,463724,250000,1951,,1952,1,Topographic,1,0,0,0,0,,AK_Gareloi Island_463724_1951_250000_geo.tif,AK_Gareloi Island_463724_1951_250000_geo,Gareloi Island,2,
Gareloi Island,463725,250000,1951,,1952,1,Topographic,0,0,0,0,0,,AK_Gareloi Island_463725_1951_250000_geo.tif,AK_Gareloi Island_463725_1951_250000_geo,Gareloi Island,2,
Gareloi Island,360884,250000,1954,,1959,0,Topographic,0,0,0,0,0,,AK_Gareloi Island_360884_1954_250000_geo.tif,AK_Gareloi Island_360884_1954_250000_geo,Gareloi Island,,
Gareloi Island,360885,250000,1954,,1959,0,Topographic,1,0,1,0,0,,AK_Gareloi Island_360885_1954_250000_geo.tif,AK_Gareloi Island_360885_1954_250000_geo,Gareloi Island,,
Gareloi Island,360886,250000,1954,1969,1970,0,Topographic,0,0,0,0,0,,AK_Gareloi Island_360886_1954_250000_geo.tif,AK_Gareloi Island_360886_1954_250000_geo,Gareloi Island,2,
Gareloi Island,463723,250000,1954,1969,1970,0,Topographic,0,0,0,0,0,,AK_Gareloi Island_463723_1954_250000_geo.tif,AK_Gareloi Island_463723_1954_250000_geo,Gareloi Island,2,
Gareloi Island,360887,250000,1954,1969,1977,0,Topographic,0,0,0,0,0,,AK_Gareloi Island_360887_1954_250000_geo.tif,AK_Gareloi Island_360887_1954_250000_geo,Gareloi Island,,
Gareloi Island,360889,250000,1954,1983,1984,0,Topographic,0,1,0,0,0,,AK_Gareloi Island_360889_1954_250000_geo.tif,AK_Gareloi Island_360889_1954_250000_geo,Gareloi Island,,
Goodnews,361891,250000,1951,,1953,1,Topographic,1,0,0,0,0,,AK_Goodnews_361891_1951_250000_geo.tif,AK_Goodnews_361891_1951_250000_geo,Goodnews Bay,2,1) Cell name not the same as name
Goodnews,361892,250000,1951,,1953,1,Topographic,0,0,0,0,0,,AK_Goodnews_361892_1951_250000_geo.tif,AK_Goodnews_361892_1951_250000_geo,Goodnews Bay,,1) Cell name not the same as name
Goodnews,707958,250000,1951,,1953,1,Topographic,1,0,0,0,0,,AK_Goodnews_707958_1951_250000_geo.tif,AK_Goodnews_707958_1951_250000_geo,Goodnews Bay,2,1) Cell name not the same as name
Goodnews,707774,250000,1958,,1958,0,Q501-1 - Army COE,0,0,0,1,0,dark blue,AK_Goodnews_707774_1951_250000_geo.tif,AK_Goodnews_707774_1951_250000_geo,Goodnews Bay,,1) Date in filename is wrong; 2) Cell name not the same as name
Goodnews,361893,250000,1951,1972,1974,1,Topographic,1,0,1,0,0,,AK_Goodnews_361893_1951_250000_geo.tif,AK_Goodnews_361893_1951_250000_geo,Goodnews Bay,,1) Cell name not the same as name
Goodnews,361894,250000,1951,1972,1974,1,Topographic,0,0,0,0,0,,AK_Goodnews_361894_1951_250000_geo.tif,AK_Goodnews_361894_1951_250000_geo,Goodnews Bay,,1) Cell name not the same as name
Goodnews Bay,360890,250000,1979,,1979,0,Topographic,0,1,0,0,0,,AK_Goodnews Bay_360890_1979_250000_geo.tif,AK_Goodnews Bay_360890_1979_250000_geo,Goodnews Bay,,
Goodnews Bay,707775,250000,1979,,1979,0,Topographic,0,0,0,0,0,,AK_Goodnews Bay_707775_1979_250000_geo.tif,AK_Goodnews Bay_707775_1979_250000_geo,Goodnews Bay,,1) Additional logos in marginalia
Gulkana,360894,250000,1951,,1951,1,Topographic,1,0,0,0,0,,AK_Gulkana_360894_1951_250000_geo.tif,AK_Gulkana_360894_1951_250000_geo,Gulkana,,1) Print date assumed (stamped: Jun 13 1951)
Gulkana,463734,250000,1951,,1951,1,Topographic,0,0,0,0,0,,AK_Gulkana_463734_1951_250000_geo.tif,AK_Gulkana_463734_1951_250000_geo,Gulkana,,1) Print date assumed
Gulkana,360895,250000,1951,1956,1956,1,Topographic,0,0,0,0,0,sepia,AK_Gulkana_360895_1951_250000_geo.tif,AK_Gulkana_360895_1951_250000_geo,Gulkana,,
Gulkana,360896,250000,1951,1956,1956,1,Topographic,1,0,0,0,0,,AK_Gulkana_360896_1951_250000_geo.tif,AK_Gulkana_360896_1951_250000_geo,Gulkana,,
Gulkana,360899,250000,1959,,1964,0,Topographic,0,0,0,0,0,bright green,AK_Gulkana_360899_1959_250000_geo.tif,AK_Gulkana_360899_1959_250000_geo,Gulkana,,
Gulkana,463735,250000,1965,,1965,0,Q501-2 - Army COE,0,0,0,1,0,,AK_Gulkana_463735_1965_250000_geo.tif,AK_Gulkana_463735_1965_250000_geo,Gulkana,,
Gulkana,360898,250000,1959,,1966,0,Topographic,1,0,0,0,0,,AK_Gulkana_360898_1959_250000_geo.tif,AK_Gulkana_360898_1959_250000_geo,Gulkana,,
Gulkana,360897,250000,1959,,1969,0,Topographic,1,0,1,0,0,,AK_Gulkana_360897_1959_250000_geo.tif,AK_Gulkana_360897_1959_250000_geo,Gulkana,,
Gulkana,360900,250000,1959,,1969,0,Topographic,0,0,0,0,0,,AK_Gulkana_360900_1959_250000_geo.tif,AK_Gulkana_360900_1959_250000_geo,Gulkana,,
Gulkana,360901,250000,1959,1982,1982,0,Topographic,0,0,0,0,0,,AK_Gulkana_360901_1959_250000_geo.tif,AK_Gulkana_360901_1959_250000_geo,Gulkana,,1) Print date assumed (stamped: Jan 20 1950)
Gulkana,360892,250000,1959,1985,1986,0,Topographic,0,0,0,0,0,,AK_Gulkana_360892_1959_250000_geo.tif,AK_Gulkana_360892_1959_250000_geo,Gulkana,,
Gulkana,360893,250000,1959,1985,1986,0,Topographic,0,1,0,0,0,,AK_Gulkana_360893_1959_250000_geo.tif,AK_Gulkana_360893_1959_250000_geo,Gulkana,,1) USGS logo in marginalia
Hagemeister Island,360902,250000,1951,,1953,1,Topographic,0,0,0,0,0,sepia,AK_Hagemeister Island_360902_1951_250000_geo.tif,AK_Hagemeister Island_360902_1951_250000_geo,Hagemeister Island,,
Hagemeister Island,707777,250000,1958,,1958,0,Q501-1 - Army COE,0,0,0,1,0,dark blue,AK_Hagemeister Island_707777_1951_250000_geo.tif,AK_Hagemeister Island_707777_1951_250000_geo,Hagemeister Island,,1) Date in filename is wrong
Hagemeister Island,360903,250000,1957,,1966,0,Topographic,0,0,0,0,0,,AK_Hagemeister Island_360903_1957_250000_geo.tif,AK_Hagemeister Island_360903_1957_250000_geo,Hagemeister Island,,
Hagemeister Island,360905,250000,1957,1969,1970,0,Topographic,0,0,0,0,0,,AK_Hagemeister Island_360905_1957_250000_geo.tif,AK_Hagemeister Island_360905_1957_250000_geo,Hagemeister Island,,
Hagemeister Island,360904,250000,1957,1969,1984,0,Topographic,0,1,0,0,0,,AK_Hagemeister Island_360904_1957_250000_geo.tif,AK_Hagemeister Island_360904_1957_250000_geo,Hagemeister Island,,
Harrison Bay,463788,250000,1951,,1951,1,Topographic,0,0,0,0,0,,AK_Harrison Bay_463788_1951_250000_geo.tif,AK_Harrison Bay_463788_1951_250000_geo,Harrison Bay,,1) Print date assumed (stamped: Sep 10 1951)
Harrison Bay,360910,250000,1955,,1961,0,Topographic,0,0,0,0,0,,AK_Harrison Bay_360910_1955_250000_geo.tif,AK_Harrison Bay_360910_1955_250000_geo,Harrison Bay,,
Harrison Bay,360909,250000,1955,,1963,0,Topographic,1,0,0,0,0,,AK_Harrison Bay_360909_1955_250000_geo.tif,AK_Harrison Bay_360909_1955_250000_geo,Harrison Bay,,
