Version,Cell ID,Map Name,Scale,Date On Map,Datum,Projection,Cell Name,N Lat,W Long,S Lat,E Long,View FGDC Metadata XML,GDA Item ID,Create Date,Grid Size,Download Product S3,NRN,NSN
Current,336343,Harrison Bay A-4 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-4 NE,70.25,-152.1,70.125,-151.8,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-4_NE_20200617_TM_geo.xml,15155911,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-4_NE_20200617_TM_geo.pdf,USGSX25K336343,7643016344267
Current,336344,Harrison Bay A-4 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-4 NW,70.25,-152.4,70.125,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-4_NW_20200617_TM_geo.xml,15155403,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-4_NW_20200617_TM_geo.pdf,USGSX25K336344,7643016344268
Current,336333,Harrison Bay A-4 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-4 SE,70.125,-152.1,70,-151.8,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-4_SE_20200617_TM_geo.xml,15155913,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-4_SE_20200617_TM_geo.pdf,USGSX25K336333,7643016344269
Current,336334,Harrison Bay A-4 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-4 SW,70.125,-152.4,70,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-4_SW_20200617_TM_geo.xml,15155405,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-4_SW_20200617_TM_geo.pdf,USGSX25K336334,7643016344270
Current,336345,Harrison Bay A-5 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-5 NE,70.25,-152.7,70.125,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-5_NE_20200617_TM_geo.xml,15155407,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-5_NE_20200617_TM_geo.pdf,USGSX25K336345,7643016344271
Current,336346,Harrison Bay A-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-5 NW,70.25,-153,70.125,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-5_NW_20200617_TM_geo.xml,15155409,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-5_NW_20200617_TM_geo.pdf,USGSX25K336346,7643016344272
Current,336335,Harrison Bay A-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-5 SE,70.125,-152.7,70,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-5_SE_20200617_TM_geo.xml,15155411,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-5_SE_20200617_TM_geo.pdf,USGSX25K336335,7643016344276
Current,336336,Harrison Bay A-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay A-5 SW,70.125,-153,70,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_A-5_SW_20200617_TM_geo.xml,15155413,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_A-5_SW_20200617_TM_geo.pdf,USGSX25K336336,7643016344277
Current,336360,Harrison Bay B-2 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-2 NW,70.5,-151.2,70.375,-150.9,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-2_NW_20200617_TM_geo.xml,15155715,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-2_NW_20200617_TM_geo.pdf,USGSX25K336360,7643016344280
Current,336350,Harrison Bay B-2 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-2 SW,70.375,-151.2,70.25,-150.9,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-2_SW_20200617_TM_geo.xml,15155717,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-2_SW_20200617_TM_geo.pdf,USGSX25K336350,7643016344282
Current,336361,Harrison Bay B-3 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-3 NE,70.5,-151.5,70.375,-151.2,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-3_NE_20200617_TM_geo.xml,15155915,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-3_NE_20200617_TM_geo.pdf,USGSX25K336361,7643016344283
Current,336362,Harrison Bay B-3 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-3 NW,70.5,-151.8,70.375,-151.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-3_NW_20200618_TM_geo.xml,15155917,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-3_NW_20200618_TM_geo.pdf,USGSX25K336362,7643016344285
Current,336351,Harrison Bay B-3 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-3 SE,70.375,-151.5,70.25,-151.2,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-3_SE_20200618_TM_geo.xml,15155919,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-3_SE_20200618_TM_geo.pdf,USGSX25K336351,7643016344287
Current,336352,Harrison Bay B-3 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-3 SW,70.375,-151.8,70.25,-151.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-3_SW_20200617_TM_geo.xml,15155921,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-3_SW_20200617_TM_geo.pdf,USGSX25K336352,7643016344284
Current,336363,Harrison Bay B-4 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-4 NE,70.5,-152.1,70.375,-151.8,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-4_NE_20200617_TM_geo.xml,15155923,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-4_NE_20200617_TM_geo.pdf,USGSX25K336363,7643016344286
Current,336364,Harrison Bay B-4 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-4 NW,70.5,-152.4,70.375,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-4_NW_20200617_TM_geo.xml,15155415,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-4_NW_20200617_TM_geo.pdf,USGSX25K336364,7643016344288
Current,336353,Harrison Bay B-4 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-4 SE,70.375,-152.1,70.25,-151.8,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-4_SE_20200617_TM_geo.xml,15155925,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-4_SE_20200617_TM_geo.pdf,USGSX25K336353,7643016344291
Current,336354,Harrison Bay B-4 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-4 SW,70.375,-152.4,70.25,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-4_SW_20200617_TM_geo.xml,15155417,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-4_SW_20200617_TM_geo.pdf,USGSX25K336354,7643016344290
Current,336365,Harrison Bay B-5 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-5 NE,70.5,-152.7,70.375,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-5_NE_20200617_TM_geo.xml,15155419,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-5_NE_20200617_TM_geo.pdf,USGSX25K336365,7643016344289
Current,336366,Harrison Bay B-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-5 NW,70.5,-153,70.375,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-5_NW_20200617_TM_geo.xml,15155421,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-5_NW_20200617_TM_geo.pdf,USGSX25K336366,7643016344292
Current,336355,Harrison Bay B-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-5 SE,70.375,-152.7,70.25,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-5_SE_20200617_TM_geo.xml,15155423,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-5_SE_20200617_TM_geo.pdf,USGSX25K336355,7643016344293
Current,336356,Harrison Bay B-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay B-5 SW,70.375,-153,70.25,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_B-5_SW_20200617_TM_geo.xml,15155425,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_B-5_SW_20200617_TM_geo.pdf,USGSX25K336356,7643016344294
Current,336369,Harrison Bay C-3 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-3 SW,70.625,-151.8,70.5,-151.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-3_SW_20200617_TM_geo.xml,15155927,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-3_SW_20200617_TM_geo.pdf,USGSX25K336369,7643016344301
Current,336374,Harrison Bay C-4 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-4 NW,70.75,-152.4,70.625,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-4_NW_20200618_TM_geo.xml,15155427,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-4_NW_20200618_TM_geo.pdf,USGSX25K336374,7643016344295
Current,336370,Harrison Bay C-4 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-4 SE,70.625,-152.1,70.5,-151.8,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-4_SE_20200617_TM_geo.xml,15155929,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-4_SE_20200617_TM_geo.pdf,USGSX25K336370,7643016344297
Current,336371,Harrison Bay C-4 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-4 SW,70.625,-152.4,70.5,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-4_SW_20200629_TM_geo.xml,15203017,06/30/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-4_SW_20200629_TM_geo.pdf,USGSX25K336371,7643016344299
Current,336375,Harrison Bay C-5 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-5 NE,70.75,-152.7,70.625,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-5_NE_20200618_TM_geo.xml,15155429,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-5_NE_20200618_TM_geo.pdf,USGSX25K336375,7643016344302
Current,336376,Harrison Bay C-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-5 NW,70.75,-153,70.625,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-5_NW_20200630_TM_geo.xml,15203019,06/30/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-5_NW_20200630_TM_geo.pdf,USGSX25K336376,7643016344300
Current,336372,Harrison Bay C-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-5 SE,70.625,-152.7,70.5,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-5_SE_20200629_TM_geo.xml,15203021,06/30/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-5_SE_20200629_TM_geo.pdf,USGSX25K336372,7643016344303
Current,336373,Harrison Bay C-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay C-5 SW,70.625,-153,70.5,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_C-5_SW_20200630_TM_geo.xml,15203023,06/30/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_C-5_SW_20200630_TM_geo.pdf,USGSX25K336373,7643016344304
Current,336377,Harrison Bay D-4 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay D-4 SW,70.875,-152.4,70.75,-152.1,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_D-4_SW_20200618_TM_geo.xml,15155431,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_D-4_SW_20200618_TM_geo.pdf,USGSX25K336377,7643016344305
Current,336380,Harrison Bay D-5 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay D-5 NE,71,-152.7,70.875,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_D-5_NE_20200618_TM_geo.xml,15155433,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_D-5_NE_20200618_TM_geo.pdf,USGSX25K336380,7643016344306
Current,336381,Harrison Bay D-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay D-5 NW,71,-153,70.875,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_D-5_NW_20200618_TM_geo.xml,15155435,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_D-5_NW_20200618_TM_geo.pdf,USGSX25K336381,7643016344308
Current,336378,Harrison Bay D-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay D-5 SE,70.875,-152.7,70.75,-152.4,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_D-5_SE_20200618_TM_geo.xml,15155437,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_D-5_SE_20200618_TM_geo.pdf,USGSX25K336378,7643016344307
Current,336379,Harrison Bay D-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Harrison Bay D-5 SW,70.875,-153,70.75,-152.7,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Harrison_Bay_D-5_SW_20200618_TM_geo.xml,15155439,06/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Harrison_Bay_D-5_SW_20200618_TM_geo.pdf,USGSX25K336379,7643016344310
Current,342696,Hooper Bay A-1 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-1 NE,61.25,-165.1875,61.125,-165,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-1_NE_20200630_TM_geo.xml,15202985,06/30/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-1_NE_20200630_TM_geo.pdf,USGSX25K342696,7643016344489
Current,342697,Hooper Bay A-1 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-1 NW,61.25,-165.375,61.125,-165.1875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-1_NW_20200727_TM_geo.xml,15430720,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-1_NW_20200727_TM_geo.pdf,USGSX25K342697,7643016344492
Current,342692,Hooper Bay A-1 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-1 SE,61.125,-165.1875,61,-165,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-1_SE_20200619_TM_geo.xml,15155897,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-1_SE_20200619_TM_geo.pdf,USGSX25K342692,7643016344495
Current,342693,Hooper Bay A-1 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-1 SW,61.125,-165.375,61,-165.1875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-1_SW_20200722_TM_geo.xml,15430722,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-1_SW_20200722_TM_geo.pdf,USGSX25K342693,7643016344490
Current,342698,Hooper Bay A-2 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-2 NE,61.25,-165.5625,61.125,-165.375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-2_NE_20200727_TM_geo.xml,15430724,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-2_NE_20200727_TM_geo.pdf,USGSX25K342698,7643016344491
Current,342699,Hooper Bay A-2 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-2 NW,61.25,-165.75,61.125,-165.5625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-2_NW_20200727_TM_geo.xml,15430726,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-2_NW_20200727_TM_geo.pdf,USGSX25K342699,7643016344493
Current,342694,Hooper Bay A-2 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-2 SE,61.125,-165.5625,61,-165.375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-2_SE_20200619_TM_geo.xml,15155899,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-2_SE_20200619_TM_geo.pdf,USGSX25K342694,7643016344494
Current,342695,Hooper Bay A-2 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay A-2 SW,61.125,-165.75,61,-165.5625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_A-2_SW_20200722_TM_geo.xml,15430728,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_A-2_SW_20200722_TM_geo.pdf,USGSX25K342695,7643016344496
Current,342705,Hooper Bay B-1 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-1 NE,61.5,-165.1875,61.375,-165,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-1_NE_20200619_TM_geo.xml,15155901,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-1_NE_20200619_TM_geo.pdf,USGSX25K342705,7643016344497
Current,342706,Hooper Bay B-1 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-1 NW,61.5,-165.375,61.375,-165.1875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-1_NW_20200727_TM_geo.xml,15430730,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-1_NW_20200727_TM_geo.pdf,USGSX25K342706,7643016344499
Current,342700,Hooper Bay B-1 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-1 SE,61.375,-165.1875,61.25,-165,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-1_SE_20200727_TM_geo.xml,15430732,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-1_SE_20200727_TM_geo.pdf,USGSX25K342700,7643016344498
Current,342701,Hooper Bay B-1 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-1 SW,61.375,-165.375,61.25,-165.1875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-1_SW_20200727_TM_geo.xml,15430734,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-1_SW_20200727_TM_geo.pdf,USGSX25K342701,7643016344500
Current,342707,Hooper Bay B-2 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-2 NE,61.5,-165.5625,61.375,-165.375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-2_NE_20200727_TM_geo.xml,15430736,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-2_NE_20200727_TM_geo.pdf,USGSX25K342707,7643016344502
Current,342708,Hooper Bay B-2 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-2 NW,61.5,-165.75,61.375,-165.5625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-2_NW_20200727_TM_geo.xml,15430738,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-2_NW_20200727_TM_geo.pdf,USGSX25K342708,7643016344504
Current,342702,Hooper Bay B-2 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-2 SE,61.375,-165.5625,61.25,-165.375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-2_SE_20200727_TM_geo.xml,15430740,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-2_SE_20200727_TM_geo.pdf,USGSX25K342702,7643016344501
Current,342703,Hooper Bay B-2 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-2 SW,61.375,-165.75,61.25,-165.5625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-2_SW_20200727_TM_geo.xml,15430742,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-2_SW_20200727_TM_geo.pdf,USGSX25K342703,7643016344503
Current,342709,Hooper Bay B-3 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-3 NE,61.5,-165.9375,61.375,-165.75,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-3_NE_20200727_TM_geo.xml,15430744,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-3_NE_20200727_TM_geo.pdf,USGSX25K342709,7643016344505
Current,342710,Hooper Bay B-3 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Hooper Bay B-3 NW,61.5,-166.125,61.375,-165.9375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Hooper_Bay_B-3_NW_20200727_TM_geo.xml,15430746,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Hooper_Bay_B-3_NW_20200727_TM_geo.pdf,USGSX25K342710,7643016344506
